0 5.000000 6.529543 5.459502
1 6.084685 6.407959 5.923176
2 7.396688 12.662514 9.754479
3 8.979841 14.620345 12.823170
4 10.884646 4.430949 11.152933
5 13.168425 16.805063 14.207325
6 15.895014 11.623641 14.890395
7 19.133774 17.133888 17.099545
8 22.957590 20.193077 19.776995
9 27.439524 25.794756 23.918447
10 32.647873 38.871552 32.613377
11 38.639309 39.733688 39.120739
12 45.450077 54.212505 50.171425
13 53.085896 45.761856 52.488007
14 61.511066 62.297165 61.255569
15 70.638626 72.353378 71.154549
16 80.323662 78.908142 79.974899
17 90.361786 94.436401 91.812126
18 100.495239 103.573807 102.763428
19 110.426804 111.191833 112.391075
20 119.841225 123.012833 122.595047
21 128.431152 124.353722 128.710541
22 135.923203 132.766663 134.625793
23 142.100555 143.131775 141.646057
24 146.817474 146.257767 146.502274
25 150.005554 140.526672 145.593170
26 151.669983 152.136703 149.289444
27 151.879517 154.573044 151.442444
28 150.752548 148.927536 150.183273
29 148.440979 144.986664 147.134430
30 145.115067 141.563156 143.252869
31 140.951202 140.610764 139.594482
32 136.121307 132.476166 134.234024
33 130.786270 132.191315 129.920380
34 125.091667 131.332352 126.347435
35 119.165314 118.608902 120.313560
36 113.116539 110.347549 113.651314
37 107.037155 107.625282 107.780487
38 101.002304 83.312416 98.465729
39 95.072266 96.802666 93.058975
40 89.294167 86.835754 87.138412
41 83.703842 86.333107 82.251755
42 78.327408 84.490341 78.151955
43 73.182968 82.731613 74.556732
44 68.282036 78.614944 71.110260
45 63.630661 62.931450 66.222733
46 59.230564 63.867752 62.281643
47 55.080025 56.757328 58.105804
48 51.174679 46.904552 53.372669
49 47.508087 48.902084 49.665401
50 44.072319 45.478722 46.145561
51 40.858334 45.386154 43.187202
52 37.856380 34.584473 39.592533
53 35.056278 32.534447 36.356926
54 32.447605 29.185448 33.320702
55 30.019878 30.400234 30.767916
56 27.762728 26.025459 28.291996
57 25.665987 23.236048 25.907312
58 23.719799 29.490767 24.289480
59 21.914595 14.455218 21.976645
60 20.241255 13.557180 19.909893
61 18.691027 14.507705 18.203552
62 17.255592 12.697876 16.586027
63 15.927096 16.426004 15.256302
64 14.698091 12.805324 13.996825
65 13.561568 21.225418 13.132311
66 12.510940 19.780262 12.331388
67 11.540028 12.979916 11.427723
68 10.643044 16.363907 10.722175
69 9.814580 11.887533 9.958016
70 9.049596 7.629814 9.134818
71 8.343380 13.060537 8.547179
72 7.691556 10.523931 7.969842
73 7.090044 10.153828 7.428567
74 6.535054 6.211235 6.854666
75 6.023069 7.071554 6.334040
76 5.550827 7.614785 5.885076
77 5.115296 0.000000 5.354588
78 4.713676 17.326008 5.159647
79 4.343362 14.321418 4.942247
80 4.001946 3.714259 4.573134
81 3.687211 0.000000 4.157717
82 3.397091 6.414333 3.879701
83 3.129683 6.441992 3.630075
84 2.883228 0.000000 3.320384
85 2.656098 9.327819 3.175970
86 2.446789 6.412510 2.971362
87 2.253914 0.000000 2.730766
88 2.076194 3.446091 2.532158
89 1.912444 0.000000 2.341756
90 1.761572 2.511654 2.176776
91 1.622573 8.343239 2.063542
92 1.494516 0.000000 1.901174
93 1.376541 3.134171 1.779049
94 1.267862 1.725917 1.651855
95 1.167748 0.000000 1.513976
96 1.075525 2.396494 1.414235
97 0.990574 8.354012 1.340951
98 0.912323 4.927857 1.261893
99 0.840246 0.000000 1.171428
