3.643241 0.073298 0.317098 492.861816 7.138179 0.000000
3.041962 0.083069 1.170173 492.573151 7.426853 0.000000
3.361066 0.093327 1.496906 493.894531 6.105459 0.000000
3.924810 0.097456 0.948070 493.822571 6.177425 0.000000
3.119795 0.079720 0.259956 492.314758 7.685253 0.000000
3.813665 0.102469 0.600823 492.010162 7.989838 0.000000
2.950790 0.096177 2.253000 498.029633 1.970371 0.000000
2.536268 0.090082 0.340498 496.490997 3.509012 0.000000
3.250371 0.102235 0.238724 493.173462 6.826551 0.000000
2.925223 0.096716 1.489894 497.546906 2.453101 0.000000
2.236039 0.108215 1.800617 494.969147 5.030857 0.000000
3.680166 0.085775 0.394339 493.756439 6.243559 0.000000
3.641703 0.083903 1.549845 493.017365 6.982623 0.000000
4.073354 0.089762 0.492101 493.194550 6.805456 0.000000
3.635392 0.082985 0.405621 492.843506 7.156501 0.000000
2.932492 0.091041 0.523611 494.441620 5.558395 0.000000
3.116598 0.086319 0.246845 496.382233 3.617759 0.000000
3.324174 0.102479 0.279620 493.579468 6.420522 0.000000
3.671395 0.097616 0.746722 494.801636 5.198363 0.000000
3.461377 0.093659 1.829991 495.224945 4.775067 0.000000
3.203953 0.084501 0.913544 493.605713 6.394278 0.000000
3.239861 0.088998 1.983258 493.980682 6.019328 0.000000
3.377701 0.080378 0.427309 493.438995 6.561000 0.000000
2.804552 0.096585 0.274962 495.121979 4.878019 0.000000
3.064770 0.084951 0.152891 494.611084 5.388904 0.000000
2.705501 0.116846 1.033118 493.456177 6.543833 0.000000
2.431285 0.084435 1.259053 492.970001 7.030005 0.000000
2.334630 0.080382 0.121155 492.865356 7.134630 0.000000
3.338671 0.098486 0.750506 493.210022 6.789977 0.000000
3.264273 0.095248 0.203668 495.084595 4.915416 0.000000
3.026240 0.084020 0.338940 495.966248 4.033767 0.000000
2.251148 0.117139 1.278552 495.153503 4.846492 0.000000
2.923521 0.077147 0.986321 494.636688 5.363315 0.000000
3.201519 0.097386 0.383515 494.589844 5.410165 0.000000
3.575964 0.087443 0.553606 493.896973 6.103041 0.000000
3.201385 0.104446 0.708423 492.526306 7.473709 0.000000
2.727238 0.105609 0.499092 495.405121 4.594880 0.000000
2.809474 0.089475 0.495979 496.968597 3.031397 0.000000
2.705435 0.070918 0.094205 492.957886 7.042118 0.000000
2.856291 0.095188 0.218769 493.518951 6.481056 0.000000
3.396847 0.089179 0.727035 492.730957 7.269049 0.000000
3.156815 0.097512 1.265566 494.210388 5.789611 0.000000
2.939528 0.102958 0.674796 496.139801 3.860200 0.000000
3.258252 0.091547 1.187898 493.569641 6.430346 0.000000
1.837383 0.104291 0.616477 496.704437 3.295556 0.000000
3.273362 0.087271 0.102966 495.029449 4.970540 0.000000
2.925538 0.086983 2.967397 495.516937 4.483071 0.000000
3.356203 0.083119 0.733547 493.280975 6.719011 0.000000
2.855940 0.073736 0.393211 493.084930 6.915061 0.000000
2.597002 0.089324 0.284172 493.293884 6.706115 0.000000
3.046116 0.108713 1.590730 494.498627 5.501361 0.000000
2.363413 0.082235 0.281020 493.319885 6.680107 0.000000
3.377377 0.071593 0.406939 494.535309 5.464678 0.000000
2.636555 0.084711 0.345428 496.081207 3.918788 0.000000
2.871551 0.092485 0.457328 495.257538 4.742471 0.000000
2.946337 0.095351 1.181956 495.097351 4.902651 0.000000
1.992448 0.078053 1.059962 495.325256 4.674748 0.000000
2.828847 0.094687 0.817142 496.312805 3.687204 0.000000
3.486896 0.095697 0.244160 495.582672 4.417341 0.000000
3.449659 0.085113 0.379625 493.118134 6.881860 0.000000
2.525467 0.100558 0.039927 494.036926 5.963064 0.000000
2.833645 0.086164 0.081742 492.222015 7.777990 0.000000
2.930499 0.078025 0.542347 492.817719 7.182292 0.000000
