0 0 0 4 5 0 0 1 0 2
0 0 0 5 0 0 4 0 0 0
0 0 0 9 10 11 2 4 3 0
1 0 0 1 0 3 8 2 0 4
1 0 3 0 0 0 7 8 1 3
6 0 1 0 0 3 0 2 5 9
0 6 0 0 0 6 0 3 0 0
0 0 0 0 0 0 0 1 0 0
8 0 0 0 0 0 0 0 6 8
0 6 8 1 0 0 5 7 2 0
2 0 4 4 0 2 1 8 0 5
5 8 0 0 3 0 0 0 8 3
0 0 4 2 0 6 0 0 3 0
0 0 0 0 0 0 0 8 0 8
0 9 0 0 0 6 2 0 10 1
0 0 1 0 0 0 0 0 1 1
0 0 5 3 0 11 3 0 1 0
5 3 3 6 0 5 1 0 3 4
0 0 0 0 10 0 0 0 1 0
0 0 0 0 6 10 2 3 0 8
0 4 6 0 0 0 4 0 0 1
0 2 0 14 2 6 0 2 0 8
0 0 3 1 6 8 0 10 6 0
8 10 0 0 0 0 2 6 0 0
8 1 0 4 8 0 0 3 8 5
0 0 0 0 0 6 4 0 0 0
1 4 0 11 0 0 4 6 0 0
5 3 2 0 5 0 4 5 1 0
6 2 4 0 4 3 0 0 0 2
8 0 0 0 4 0 0 0 5 0
4 0 0 4 4 0 0 3 0 7
7 0 4 0 0 0 0 0 5 0
2 0 0 0 6 0 0 0 13 0
0 0 1 0 0 0 0 0 2 1
8 0 6 0 9 0 0 0 13 2
7 8 3 0 0 0 0 8 9 1
0 0 3 0 6 0 0 1 0 0
0 0 5 0 5 3 0 2 4 15
2 0 0 0 0 0 11 0 0 0
2 0 13 4 0 5 0 0 0 6
0 0 0 0 5 0 5 0 2 0
0 1 0 7 7 2 2 0 7 0
0 0 4 0 0 6 0 0 4 0
0 8 0 0 1 0 0 7 0 1
9 0 1 7 3 0 3 5 0 5
2 0 0 0 5 0 0 0 0 3
0 0 0 0 0 4 7 0 5 0
6 0 0 0 0 3 0 0 2 0
0 0 0 7 5 0 0 1 5 0
0 5 0 0 4 0 2 4 0 0
0 0 7 0 0 0 4 3 0 0
4 0 0 0 7 6 0 8 5 1
3 5 0 2 2 4 0 0 4 0
7 0 0 4 0 2 0 0 1 5
0 0 0 1 0 4 14 12 3 1
4 2 0 0 3 0 0 0 0 0
1 0 3 8 0 0 7 2 3 0
