0.42777	0.39623	0.82867	0.18493	0.63831
0.49835	0.38371	0.73526	0.58322	0.83017
0.47098	0.41142	0.82514	0.94504	0.43275
0.45364	0.37489	0.76896	0.24568	0.92549
0.51174	0.40566	0.78184	0.71555	0.12112
0.42423	0.3881	0.81777	0.80277	0.41411
0.50898	0.38998	0.73842	0.64628	0.9203
0.45235	0.40813	0.83168	0.89181	0.13786
0.4712	0.37593	0.75193	0.41487	0.46167
0.50069	0.40948	0.80057	0.93985	0.93863
0.42962	0.38117	0.8019	0.25677	0.061378
0.51486	0.3962	0.75029	0.73879	0.22531
0.43663	0.40191	0.83194	0.76037	0.67516
0.48767	0.37981	0.74009	0.73491	0.7749
0.48458	0.41138	0.81612	0.76858	0.58007
0.44217	0.37662	0.78319	0.71309	0.89019
0.51504	0.40187	0.76783	0.81253	0.2444
0.42696	0.39402	0.82569	0.61037	0.71255
0.50119	0.38547	0.73625	0.93805	0.71033
0.46601	0.41051	0.82685	0.25499	0.71891
0.45864	0.3752	0.76446	0.73511	0.69423
0.50875	0.40662	0.78714	0.77298	0.74918
0.42577	0.38618	0.81346	0.6993	0.6319
0.51058	0.39172	0.74176	0.83744	0.84046
0.44806	0.40643	0.83175	0.54747	0.4004
0.47593	0.37702	0.74869	0.97131	0.91005
0.49629	0.40998	0.80503	0.14564	0.17715
0.4332	0.37986	0.79676	0.47948	0.56462
0.51497	0.39777	0.75532	0.9733	0.90795
0.43383	0.39969	0.83027	0.13498	0.17884
0.49161	0.38143	0.73889	0.45125	0.56932
0.47938	0.41118	0.81929	0.95806	0.90585
0.44697	0.37615	0.77792	0.20004	0.18024
0.51341	0.4032	0.77349	0.61769	0.5742
0.42642	0.39174	0.82235	0.9219	0.89724
0.50399	0.38729	0.73762	0.32513	0.21566
0.46086	0.40943	0.82842	0.84559	0.65553
0.46378	0.37564	0.75987	0.54071	0.80358
0.50536	0.40759	0.7925	0.96736	0.50699
0.42772	0.38427	0.80878	0.16162	0.9308
0.51201	0.3935	0.74555	0.52364	0.097896
0.44378	0.40455	0.83154	0.9669	0.34461
0.48069	0.37825	0.74562	0.17483	0.86227
0.4915	0.4104	0.80942	0.55519	0.33665
0.43716	0.37865	0.79132	0.9644	0.85274
0.51477	0.39938	0.76066	0.17946	0.36434
0.43132	0.39735	0.82821	0.56638	0.8835
0.49547	0.38315	0.73813	0.96501	0.26059
0.47395	0.41081	0.82225	0.16431	0.74438
0.452	0.37584	0.77253	0.53008	0.641
0.51135	0.40453	0.77929	0.97133	0.83129
0.42638	0.38944	0.81857	0.14536	0.42216
0.50661	0.38916	0.73957	0.48013	0.92407
0.45565	0.40813	0.82966	0.96588	0.12425
0.46899	0.37628	0.75539	0.17685	0.423
0.50151	0.4085	0.79781	0.5607	0.92695
0.43021	0.38244	0.80372	0.96077	0.10535
0.51315	0.39529	0.74984	0.1943	0.36769
0.43971	0.40247	0.8309	0.60203	0.88728
0.48538	0.37965	0.74292	0.94381	0.24654
0.48636	0.41067	0.81362	0.23842	0.71858
0.4415	0.37761	0.78566	0.7014	0.69485
0.51413	0.40098	0.7663	0.83064	0.74702
0.4293	0.39494	0.82566	0.56674	0.63879
0.49913	0.38497	0.73799	0.9648	0.8298
0.46836	0.4102	0.82489	0.16462	0.43337
0.45722	0.37576	0.76714	0.53102	0.92588
0.50876	0.40581	0.78512	0.97047	0.11955
0.427	0.38719	0.81434	0.14939	0.40949
0.50894	0.39107	0.74221	0.49108	0.91791
0.45053	0.40658	0.83047	0.96751	0.14593
0.4742	0.37714	0.75118	0.17183	0.48393
0.49717	0.4093	0.80298	0.54788	0.93958
0.4333	0.38076	0.79832	0.96612	0.057774
0.51387	0.39709	0.75465	0.17474	0.21294
0.43601	0.40023	0.82974	0.5545	0.64878
0.48991	0.38121	0.74079	0.96961	0.81513
0.48092	0.41073	0.8175	0.14912	0.47541
