4 0 1 14 0 0 0 10 0 0
2 8 4 2 1 8 4 13 0 0
5 0 5 2 6 5 0 10 0 0
0 0 0 1 3 0 2 4 0 2
9 1 3 0 0 0 3 0 0 2
6 2 0 4 3 3 0 4 2 0
12 0 1 0 1 4 0 8 0 8
0 0 0 0 5 6 0 0 2 3
6 0 0 5 2 2 7 0 4 0
8 0 7 0 2 0 4 1 2 3
0 0 0 7 2 7 1 5 9 3
0 0 7 8 0 0 0 1 0 7
0 8 0 0 0 0 4 0 2 0
0 7 0 0 0 6 12 0 0 0
3 4 1 8 0 1 5 0 4 0
1 0 0 0 4 5 2 0 5 0
1 3 1 0 0 8 9 1 0 2
0 0 0 0 5 8 0 4 15 4
0 0 0 0 1 0 3 1 0 2
0 0 0 0 2 0 0 0 0 0
0 0 2 2 1 0 0 0 0 0
0 12 0 0 6 0 3 0 1 0
0 0 0 0 0 0 0 0 12 0
0 1 0 0 0 0 2 0 0 0
13 1 6 6 0 4 0 0 7 10
0 0 3 3 0 0 2 5 0 0
0 2 0 3 0 0 0 3 10 0
8 8 0 0 0 0 8 0 3 3
1 5 4 0 0 0 0 0 2 2
0 5 0 8 1 0 1 5 0 5
1 2 5 0 0 0 3 0 0 6
2 6 0 0 0 0 2 0 0 9
0 5 0 9 14 3 4 0 0 3
0 0 0 0 0 0 0 0 0 7
0 0 10 0 5 7 2 4 6 8
3 4 3 3 0 2 0 0 3 0
0 6 4 0 0 2 0 0 4 0
1 0 1 2 10 0 5 3 0 1
2 0 4 0 4 0 2 0 2 3
1 0 0 3 0 0 8 1 0 0
2 7 0 0 0 3 0 4 5 2
0 0 3 0 6 1 8 8 4 0
7 4 0 0 0 7 0 3 0 2
2 0 11 7 6 0 0 0 0 0
0 7 0 1 2 9 1 0 2 4
0 0 0 2 3 0 0 0 3 2
0 0 2 0 8 0 0 0 0 0
2 11 0 0 0 0 2 3 2 0
0 1 0 0 6 0 5 6 12 0
1 0 2 5 0 0 0 0 5 12
0 0 0 0 0 2 0 0 1 0
7 0 6 8 0 0 2 1 0 0
8 3 0 1 4 4 5 0 0 16
0 7 6 0 0 0 14 3 0 0
0 0 0 0 0 6 7 0 0 11
0 3 8 4 0 1 11 0 0 0
0 2 0 3 4 0 4 2 0 0
7 0 0 0 0 0 0 0 0 2
1 0 6 0 1 11 0 0 7 0
0 4 2 0 1 0 5 0 0 0
0 9 0 0 0 0 1 2 0 0
0 2 2 0 0 1 2 5 1 0
5 2 0 1 0 0 0 4 0 0
0 0 1 0 9 0 0 0 0 3
13 1 1 0 0 0 0 0 1 10
0 5 0 5 0 8 1 5 2 0
0 1 0 3 0 5 0 2 0 0
0 0 1 0 0 0 4 2 0 0
5 0 0 0 0 0 0 0 2 3
0 0 5 1 0 2 3 0 7 0
5 3 0 0 12 3 0 0 1 6
0 1 0 13 0 0 5 0 0 3
0 0 2 0 0 4 0 0 6 1
2 1 9 0 0 0 5 0 11 0
0 8 0 1 4 7 1 0 5 5
5 8 1 0 1 3 3 0 0 0
10 0 1 5 0 0 0 6 0 0
0 0 1 1 0 5 5 5 4 0
0 3 0 6 0 0 0 2 8 5
7 2 0 2 5 0 6 4 0 4
1 0 3 5 0 0 0 0 4 0
2 0 0 0 0 5 0 5 0 5
0 1 0 4 2 13 1 0 4 0
0 2 0 0 12 0 4 0 1 2
2 4 3 0 7 11 0 0 0 1
0 4 0 0 1 16 0 4 1 0
7 0 0 3 7 10 4 6 0 0
0 0 0 0 0 5 0 5 2 5
0 3 2 0 0 0 2 0 2 0
0 1 4 3 7 1 0 4 0 9
5 0 8 15 0 2 4 12 0 0
0 7 0 3 5 1 1 2 5 0
3 9 4 1 0 4 1 6 0 3
4 4 0 1 0 7 7 4 0 0
0 6 0 4 8 0 0 10 2 0
1 8 4 1 0 0 1 3 0 0
5 0 7 2 0 3 0 0 0 2
4 0 4 7 1 0 2 0 0 6
1 2 3 2 0 0 0 2 3 0
0 0 3 8 2 6 0 0 4 1
14 0 9 3 0 4 0 7 0 0
0 0 0 3 0 4 0 0 4 0
11 5 0 1 4 0 2 0 0 0
0 0 1 6 9 0 0 11 9 0
1 0 0 3 10 19 3 1 0 12
0 0 5 3 2 4 1 8 1 1
1 0 3 1 0 0 3 2 6 3
1 0 1 0 0 0 2 0 8 0
0 0 4 0 0 6 8 0 7 16
3 0 2 0 0 0 0 5 0 7
0 0 8 0 0 0 0 1 4 4
1 0 0 2 2 3 0 0 5 0
0 0 0 0 0 3 1 0 0 0
2 0 0 6 13 16 7 9 0 3
0 0 0 2 10 9 15 1 12 0
7 5 0 2 2 11 4 6 0 3
5 0 7 0 9 0 7 5 0 3
0 0 2 0 0 0 1 5 0 5
0 0 0 0 0 2 0 2 0 0
0 0 6 0 0 4 4 0 10 0
2 3 3 2 0 9 13 1 0 0
12 0 2 3 0 5 0 3 0 0
0 4 3 0 0 0 6 4 7 1
3 4 1 0 6 2 2 0 2 0
1 0 10 6 8 15 7 14 0 0
11 4 10 7 15 10 11 2 3 0
0 0 12 8 0 6 1 5 2 4
4 0 5 0 0 0 1 0 0 9
0 0 0 0 0 6 0 0 0 1
5 4 0 2 0 3 0 0 0 0
3 0 8 0 6 0 0 4 0 1
0 0 0 0 10 4 4 10 8 0
0 5 0 0 7 3 0 6 0 0
0 1 0 6 9 17 16 7 0 0
8 0 0 9 13 11 16 9 0 7
4 0 1 0 10 10 5 5 2 2
0 5 2 5 0 5 3 7 9 0
12 7 5 1 8 1 1 0 1 0
6 0 3 0 2 0 0 6 0 0
0 1 0 13 1 4 6 1 0 0
4 0 0 0 4 4 1 0 5 0
0 0 0 0 1 10 0 0 1 0
0 0 0 10 14 6 6 1 0 0
1 0 6 0 15 14 18 4 0 12
0 0 0 3 10 13 17 8 0 5
3 4 8 4 18 18 23 0 13 9
4 5 0 0 17 0 3 13 6 0
2 1 4 8 17 0 6 3 2 0
3 0 3 3 2 7 4 4 7 0
6 7 0 0 0 0 4 0 5 0
3 0 4 11 0 0 0 2 0 7
0 0 0 6 1 3 2 0 1 5
0 3 6 14 8 5 16 10 10 2
9 7 9 10 15 22 25 3 2 10
0 7 9 7 23 37 23 18 7 6
7 0 1 14 30 16 17 10 9 10
8 0 0 13 15 8 0 3 14 3
4 5 6 5 7 7 4 2 1 0
0 0 2 0 0 3 10 0 0 2
0 3 6 0 7 0 2 0 0 0
1 2 4 4 7 0 0 4 4 0
0 0 0 10 0 10 7 2 4 0
0 4 10 7 17 16 18 8 2 1
1 7 2 13 24 30 24 11 6 0
2 7 3 27 39 42 28 14 4 2
6 1 6 11 25 28 26 17 6 9
0 0 4 12 26 20 14 1 1 3
6 1 2 3 8 10 4 4 4 5
