0 0.000000 0.000000 1.987023
1 0.000000 0.000000 1.337383
2 0.000000 0.000000 0.776724
3 0.000000 0.000000 0.422613
4 0.000000 0.000000 0.285886
5 0.000000 0.000000 0.186421
6 0.000000 0.000000 0.130762
7 0.000000 0.000000 0.096251
8 0.000000 1.000000 0.080976
9 0.000000 0.000000 0.062040
10 0.000000 0.000000 0.051942
11 0.000000 0.000000 0.041543
12 0.000000 0.000000 0.035520
13 0.000000 0.000000 0.029138
14 0.000000 2.000000 0.030950
15 0.000000 0.000000 0.027238
16 0.000000 0.000000 0.019879
17 0.000000 7.000000 0.022755
18 0.000000 1.000000 0.018648
19 0.000000 2.000000 0.019096
20 0.000000 0.000000 0.016693
21 0.000000 0.000000 0.015423
22 0.000000 5.000000 0.014714
23 0.000000 0.000000 0.012354
24 0.000000 0.000000 0.011081
25 0.000000 0.000000 0.010966
26 0.000000 0.000000 0.010362
27 0.000000 9.000000 0.010454
28 0.000000 0.000000 0.008345
29 0.000000 2.000000 0.009325
30 0.000000 0.000000 0.010063
31 0.000000 7.000000 0.015586
32 0.000000 3.000000 0.011733
33 0.000000 0.000000 0.008769
34 0.000000 0.000000 0.006014
35 0.000000 0.000000 0.007551
36 1.000000 4.000000 0.009373
37 1.000000 7.000000 0.010677
38 3.000000 0.000000 0.008618
39 6.000000 3.000000 0.008704
40 10.000000 10.000000 0.013513
41 19.000000 25.000000 0.470406
42 22.000000 24.000000 8.730476
43 36.000000 37.000000 18.837540
44 54.000000 53.000000 34.989929
45 76.000000 71.000000 65.917282
46 74.000000 75.000000 81.165497
47 88.000000 84.000000 91.588463
48 102.000000 101.000000 103.786102
49 113.000000 122.000000 119.924484
50 131.000000 125.000000 127.049858
51 155.000000 154.000000 145.100998
52 159.000000 160.000000 155.484848
53 158.000000 151.000000 152.944031
54 146.000000 146.000000 146.230255
55 144.000000 144.000000 138.985275
56 128.000000 125.000000 126.321640
57 117.000000 108.000000 111.915802
58 105.000000 103.000000 99.679878
59 88.000000 84.000000 86.719406
60 75.000000 74.000000 75.051193
61 64.000000 63.000000 64.519699
62 55.000000 53.000000 55.154099
63 47.000000 52.000000 47.532593
64 40.000000 36.000000 40.219402
65 33.000000 30.000000 33.959686
66 28.000000 24.000000 28.566885
67 24.000000 24.000000 24.178011
68 20.000000 22.000000 20.515129
69 17.000000 23.000000 17.484961
70 14.000000 14.000000 14.736456
71 12.000000 9.000000 12.372405
72 10.000000 17.000000 10.510005
73 8.000000 17.000000 8.965303
74 7.000000 7.000000 7.540648
75 6.000000 7.000000 6.373033
76 5.000000 2.000000 5.345029
77 4.000000 0.000000 4.478626
78 3.000000 4.000000 3.772105
79 3.000000 0.000000 3.157840
80 2.000000 2.000000 2.651417
81 2.000000 1.000000 2.232107
82 2.000000 2.000000 1.876462
83 1.000000 0.000000 1.574780
84 1.000000 0.000000 1.322687
85 1.000000 0.000000 1.113791
86 1.000000 5.000000 0.937220
87 1.000000 0.000000 0.789243
88 1.000000 0.000000 0.663678
89 0.000000 0.000000 0.555875
90 0.000000 1.000000 0.465834
91 0.000000 0.000000 0.391849
92 0.000000 0.000000 0.329491
93 0.000000 0.000000 0.277649
94 0.000000 12.000000 0.234521
95 0.000000 0.000000 0.196942
96 0.000000 0.000000 0.166332
97 0.000000 0.000000 0.139260
98 0.000000 0.000000 0.117105
99 0.000000 1.000000 0.097888
