0.303838 0.923711 1.1976 1.26915 1.25885 1.28833 1.4055 1.83917 6.07037 12.0175 23.6852 30.9522 34.0875 38.1007 42.8864 48.0087 50.0466 56.9734 64.1659 73.8558 86.4543 102.381 115.765 124.149 134.6 165.684 182.749 180.834 178.219 177.945 186.814 178.22 169.217 160.776 155.498 150.725 141.929 130.436 123.219 117.341 110.394 105.967 101.534 96.3556 90.1732 83.8794 77.883 71.9459 66.7589 61.9237 56.7096 
18.3997 19.5868 18.9763 18.1536 17.2255 16.4427 15.8397 16.4631 34.1121 59.7669 110.097 141.005 151.652 164.501 179.051 192.65 194.951 206.441 212.868 206.205 196.856 186.021 173.422 161.991 152.103 145.355 134.215 128.013 123.342 114.229 107.44 99.6128 92.0022 87.4199 80.1643 72.4707 69.337 64.5597 61.6344 58.5008 55.055 50.7781 46.711 43.6811 40.783 38.0631 34.8842 32.1133 29.6786 27.6373 25.4324 
11.6453 12.0426 11.7332 11.2886 10.9267 10.6147 10.1663 9.92323 13.0539 18.046 28.2529 35.2933 38.2747 42.0297 46.523 51.4673 53.4226 60.3973 73.583 89.1488 97.5276 104.883 111.659 125.808 132.792 138.285 152.778 155.483 156.969 163.388 157.962 152.398 144.595 139.571 138.208 131.733 126.968 124.884 118.464 114.238 110.089 104.204 100.927 98.9871 92.9729 87.3391 80.1315 73.5902 68.8566 66.0659 61.7876 
2.91267 3.86289 3.94859 3.91461 3.75436 3.52143 3.3154 3.10757 2.73296 2.514 2.18194 2.07847 2.09478 2.11325 2.09603 2.12265 2.2302 2.5692 4.3951 7.84306 10.2779 15.3114 24.087 34.1183 40.898 48.5034 64.7613 81.3861 98.1938 113.169 119.615 128.089 142.308 156.228 183.133 192.248 195.258 201.009 195.514 188.37 181.971 180.517 173.488 160.293 151.436 143.821 134.639 124.623 116.457 110.535 101.487 
26.9253 26.8977 25.1287 23.3041 21.6077 19.9317 18.3192 16.8589 15.2477 13.8772 12.5819 11.5185 10.6861 9.92815 9.14098 8.48171 7.96991 7.38637 6.8351 6.89468 6.79512 6.9952 7.81802 8.79327 9.4024 9.99827 11.8751 14.4453 17.49 20.3564 22.6155 26.8742 34.7425 38.7569 50.9651 59.2282 66.988 84.4027 97.3382 117.793 139.369 148.369 158.6 168.751 181.988 192.437 196.254 191.437 185.745 177.794 166.607 
6.29999 7.07307 7.05188 6.76345 6.43144 6.07109 5.68763 5.27096 4.78001 4.37712 4.05389 3.79453 3.64519 3.54436 3.48372 3.38462 3.20799 2.90455 2.48881 2.38709 2.23456 2.12706 2.05393 2.05449 2.07293 1.98857 1.88128 1.91318 1.81801 1.8545 1.90259 2.26255 3.02433 2.91124 3.85674 5.00388 6.38612 10.5696 14.6462 21.0279 30.5091 62.5434 106.905 135.157 162.647 173.275 177.682 190.022 194.47 189.006 185.388 
0.399765 0.793899 1.05384 1.20285 1.20789 1.06534 0.905306 0.768023 0.685446 0.617975 0.472523 0.45886 0.46378 0.498991 0.534016 0.592974 0.658881 0.656985 0.645376 0.62729 0.62265 0.617906 0.601793 0.615768 0.674957 0.669322 0.73557 0.863454 0.916419 0.932575 0.978841 0.960695 1.04594 1.19957 1.37612 1.69731 1.65522 3.04312 4.81811 7.17076 10.2411 17.8058 24.2063 31.0256 39.7807 45.3789 52.2114 62.2498 71.3368 90.387 107.225 
6.17006 7.16301 7.38696 7.11467 6.75235 6.20056 5.64726 5.08851 4.56959 4.12069 3.54811 3.283 3.10839 3.03007 2.92107 2.98559 3.19549 3.01848 2.93407 2.28684 1.96449 1.86593 1.74949 1.71982 1.84704 1.86592 2.24877 2.97258 3.86419 4.17387 5.19364 5.04952 6.33313 8.53098 9.70472 13.1951 14.8523 21.3081 28.7187 36.4295 43.0908 55.1357 56.242 63.3281 71.4472 86.4738 110.655 133.62 142.284 162.393 164.016 
12.8773 13.9461 13.5593 12.6827 11.7267 10.6432 9.59616 8.73936 7.94556 7.49371 6.96328 6.31194 5.79529 5.32771 4.81402 4.44068 4.19759 3.93186 3.72749 3.41606 3.29015 3.42279 3.7808 4.14799 4.79002 5.39801 5.66684 8.10918 12.8672 16.8144 24.207 28.1434 35.8844 44.8164 51.1061 60.9779 73.4666 84.3013 88.8645 101.308 106.551 113.525 127.359 149.215 153.307 168.2 171.54 179.064 176.641 180.631 176.448 
2.64349 3.13606 3.14591 2.95949 2.85582 2.6576 2.47645 2.35853 2.33535 2.31473 2.39813 2.67375 2.89142 2.91471 2.80782 2.74942 2.75704 2.92631 3.45442 6.02193 9.17485 13.8417 19.1383 23.3329 30.2863 42.9403 50.8026 60.76 75.5857 85.6543 104.212 122.771 132.135 141.769 146.469 151.074 148.568 146.974 148.314 152.266 151.445 158.43 164.012 159.393 152.694 144.226 141.725 137.307 130.935 124.659 117.396 
