15.4661 15.6274 14.673 14.0585 13.4009 12.8679 12.3656 11.8464 11.3185 10.8083 11.101 13.4168 16.5762 17.189 18.0273 18.6193 20.3537 24.7982 27.4275 36.8517 43.0276 62.9658 73.7148 93.8887 108.756 114.547 147.906 159.012 164.908 167.716 171.801 186.407 183.442 181.728 175.027 169.264 163.473 155.143 148.963 140.242 131.301 123.364 117.178 109.943 103.815 98.745 90.7304 83.0193 76.3242 71.0984 66.3425 
2.68424 2.90036 2.95772 3.09151 2.99481 2.98689 3.27772 3.75816 4.5305 7.00067 17.2424 35.7793 57.9775 64.8129 77.4509 89.3723 104.525 131.424 141.882 177.102 190.6 192.851 186.041 179.788 169.94 163.723 156.844 150.444 145.182 137.736 131.807 128.106 122.883 116.914 112.355 106.326 99.3815 93.2217 87.1286 81.7501 75.9528 70.6175 65.9679 61.0378 58.7889 56.6252 51.7171 46.9406 43.2798 40.1449 37.6927 
25.1158 24.8542 23.4017 21.9341 20.2214 18.5045 17.0506 15.8628 14.796 14.0007 14.2919 15.9726 18.6179 19.1431 20.7015 22.0423 23.9486 29.9031 36.0873 45.9837 63.9576 76.3711 92.566 98.9047 104.652 122.407 129.821 138.29 157.233 166.763 170.353 180.298 182.968 173.3 172.494 167.524 160.734 154.867 146.827 137.26 130.608 121.622 112.911 103.696 97.9929 92.9798 86.6949 79.7464 73.5887 67.9334 62.7354 
6.46028 7.40698 7.65615 7.85232 8.1075 8.04332 7.58487 7.21705 6.97655 6.64051 6.21215 5.83568 5.59806 5.33178 5.06347 4.62363 4.23273 4.2784 4.76502 5.18788 7.54916 8.90526 12.6316 14.8351 16.9335 21.8555 26.6831 33.5865 42.7603 49.552 55.91 71.4985 76.5551 91.4778 107.451 118.909 129.472 147.407 147.935 143.48 146.734 156.417 164.203 160.507 154.719 156.227 153.537 149.488 141.816 140.669 136.248 
4.64628 5.58731 5.72602 6.23926 6.65769 7.11489 7.40012 7.27788 6.97549 6.57685 6.29997 5.88682 5.57733 5.49491 5.5358 5.58893 5.51185 5.33633 4.99875 4.62772 4.71389 3.77722 4.02546 4.36438 4.25001 4.1532 4.6593 5.23732 5.99692 7.80252 8.96714 11.7007 15.6094 20.4205 25.2274 29.4411 34.8616 41.5383 47.3855 51.7867 61.4791 76.9966 98.8159 111.2 143.89 167.871 179.711 195.963 207.667 208.499 203.593 
5.21735 6.36855 6.44615 6.63747 6.61485 6.437 6.33271 6.16045 5.90387 5.7481 5.359 4.76191 4.35033 4.17871 4.15727 3.97306 3.6944 3.51315 3.38105 3.30751 3.34537 3.49301 3.71704 3.47674 3.03391 2.89362 2.54057 2.79361 2.73436 2.74943 2.78369 3.00572 3.20613 3.53361 3.9135 4.38444 5.61068 6.62802 8.11411 9.98824 11.67 16.3801 21.7225 26.448 37.6126 47.1957 54.8104 67.6505 76.6569 100.89 123.71 
8.75872 9.1896 9.22996 8.92007 8.35902 7.95654 7.80318 7.71464 7.56023 7.26388 6.52376 5.94819 5.62578 5.15952 4.67192 4.17999 3.89956 3.70715 3.54429 3.43513 3.40295 3.64482 3.8272 3.51855 3.09949 3.06148 2.95347 3.89187 3.82921 3.27476 3.30453 3.36033 2.71744 2.48279 2.79146 3.26066 3.58795 3.86051 4.08792 4.65467 4.88774 5.12755 5.89234 6.74217 7.5717 9.31184 12.2941 17.93 26.3093 35.5459 41.7976 
9.13795 10.3251 10.2058 9.95035 9.8446 9.72541 9.55906 9.23079 8.7884 8.33189 7.49132 6.86773 6.41411 6.05105 5.72429 5.46956 5.48523 5.3422 5.08728 4.52863 4.2181 5.13907 4.95094 4.33379 4.11243 3.95932 3.80611 3.69293 3.7747 3.96328 4.49803 4.7492 5.68266 4.76218 5.0114 5.55554 7.75295 9.76536 11.9415 14.1974 19.932 24.1657 27.401 31.3534 39.7615 49.0815 59.4503 80.2313 110.262 120.538 134.132 
6.07503 7.63097 8.46941 8.21893 7.371 6.74261 6.24231 5.82419 5.54512 5.46056 5.6746 5.85941 5.83106 5.5223 4.70563 3.77124 3.33023 3.13095 3.03334 2.88159 2.61657 3.02225 2.94677 2.7723 2.78192 2.93043 2.96371 4.40142 6.66928 9.20489 12.5369 16.7315 22.6339 28.8957 32.7244 38.7212 49.8092 58.6745 68.163 77.3477 103.111 121.68 132.473 143.561 153.112 158.156 163.236 165.801 163.281 164.296 166.789 
9.1788 10.2523 10.597 10.7899 10.6959 10.2876 9.62973 9.12256 8.56932 7.9541 7.30828 6.83211 6.56 6.40092 6.07731 5.51598 5.13322 4.98143 5.01812 5.31959 5.63671 8.10836 10.3454 14.5291 18.4891 21.0927 29.4258 40.3204 54.131 65.7944 79.9927 101.81 126.544 158.186 164.576 173.583 175.579 169.357 171.044 170.813 169.086 165.974 164.362 160.686 158.74 149.279 141.617 132.717 124.829 120.357 113.906 
