11.7336 11.2171 11.4535 11.3098 10.7311 10.1552 10.201 10.9723 12.0615 12.8702 14.3489 16.5339 18.2445 18.4147 18.3142 21.7773 24.2311 25.8983 29.3663 37.6314 59.6768 92.7912 110.921 123.314 146.09 151.824 165.982 180.645 194.138 192.025 187.758 183.308 172.511 161.538 154.444 150.63 147.565 142.522 130.184 122.782 114.288 107.648 101.76 95.4997 88.1939 82.9794 77.684 72.5131 68.3804 63.8483 59.7862 
10.1561 10.4796 10.895 10.7678 10.3151 10.1757 11.3121 15.9188 23.4505 30.6175 41.3398 54.7561 64.8711 67.954 69.9717 90.3044 103.245 107.29 112.513 131.34 142.288 157.79 178.925 182.439 182.947 180.103 177.394 174.668 173.523 165.936 156.878 150.151 142.091 133.006 124.478 117.147 110.436 101.728 92.194 85.7565 79.9198 74.4746 69.2308 64.413 59.4895 55.4055 51.1136 47.5626 44.5217 41.8517 39.6682 
7.64308 8.74786 11.3181 12.3887 10.5941 9.56694 9.33722 9.66944 10.6433 11.7467 13.6011 16.0344 17.7804 18.2554 18.7621 22.6643 25.2551 27.3338 33.1546 44.9203 52.1962 62.39 83.0084 89.3465 96.6444 101.316 110.231 132.522 142.387 159.226 186.311 189.773 187.541 180.414 175.792 171.561 164.451 153.85 145.28 138.085 131.066 123.985 117.907 111.46 103.857 95.5796 87.5529 84.0964 78.1041 75.2778 72.1265 
3.52528 3.9362 4.67555 5.22158 4.90357 4.83591 4.78284 4.72235 4.80501 4.7929 4.74045 4.80129 4.65847 4.35152 3.89796 3.54377 3.45499 3.54476 4.0987 5.1323 6.13189 8.26334 12.5028 13.3599 15.3126 17.3604 21.9985 30.4011 45.4961 59.9242 72.7413 85.6985 96.261 106.458 127.054 140.27 150.562 163.825 181.617 183.46 177.145 170.631 167.816 165.672 160.097 156.252 149.56 147.102 138.503 132.532 128.446 
4.22188 5.4217 6.45269 7.97656 6.60185 5.48375 5.23664 5.22164 5.33653 5.43533 5.3686 5.17863 4.92858 4.6734 4.33196 4.20379 4.04717 4.01241 3.78 3.30181 3.1046 3.39514 3.70621 3.37321 3.55738 3.52501 4.63688 6.66245 9.95109 8.54663 8.84738 12.3777 21.1956 31.3817 38.5639 46.947 59.0338 68.6864 90.9726 102.983 121.029 132.499 144.568 158.434 160.596 161.4 160.735 176.517 185.621 182.714 180.83 
5.38713 7.53175 8.50874 8.79072 8.32021 7.61576 7.61521 7.90633 8.04737 7.94337 7.66097 7.31845 6.99439 6.71686 6.04116 5.41688 5.0166 4.86108 4.45145 3.76149 3.24503 3.03782 2.92048 2.80522 2.78539 2.78267 2.82416 3.12729 3.04186 2.34269 2.46517 2.68805 4.06364 5.44628 5.99285 7.40877 9.96982 11.6479 16.0163 21.1844 29.6183 36.8733 48.5824 61.6121 68.6376 76.4987 87.8295 97.5612 121.177 131.021 153.954 
6.13425 6.415 6.72699 6.85706 6.76362 6.64301 6.68719 6.60973 6.40556 6.01764 5.65855 5.42239 5.19511 4.92437 4.25199 3.5553 3.19269 2.9483 2.74144 2.49654 2.12457 1.94223 1.8747 1.87341 1.90172 1.8544 2.01833 2.07118 1.84424 2.04275 1.91836 2.31248 2.69763 2.45321 2.61495 2.58126 2.66105 3.24233 4.24609 5.5929 6.27701 6.93693 8.88647 11.6681 14.457 19.9593 30.769 46.9709 57.9187 65.9829 77.3416 
29.7403 29.9012 28.8837 26.6363 24.8003 23.092 21.5772 20.0518 18.6713 17.3455 16.0917 14.8327 13.5699 12.2986 10.9589 9.82017 9.05126 8.2048 7.50032 6.9596 6.02715 5.48185 5.11707 4.73538 4.50839 4.91897 4.51022 4.67486 4.83507 5.33689 5.48155 5.96003 6.24049 5.97162 6.28023 6.41839 6.81182 7.71508 19.1834 24.6724 34.3754 40.8178 46.0205 56.5715 67.2086 73.1713 89.1809 100.766 106.766 117.889 126.902 
0.38513 0.672692 1.04079 1.31206 1.44359 1.41562 1.45221 1.48804 1.55703 1.72609 1.87378 2.09502 2.10123 2.06125 1.97577 1.91624 1.77955 1.72895 1.79077 1.60452 1.38416 1.48348 1.68191 1.7183 1.99326 5.69107 8.15365 8.96686 12.2424 12.9045 15.6408 23.5668 28.1681 35.1267 41.3676 47.6479 53.8496 61.5414 96.5925 114.966 149.715 167.951 179.162 199.232 213.955 207.147 195.571 196.877 191.066 187.448 175.85 
5.79759 5.89434 5.98845 6.14768 5.69957 5.3462 5.27031 5.31589 5.18985 5.04071 4.95724 4.98156 4.86737 4.69375 4.22624 3.82479 3.70437 3.61068 3.72674 3.9075 8.53315 16.2384 20.0676 23.1203 31.4441 47.2605 62.649 71.386 85.2615 93.1333 101.496 128.348 136.38 148.417 157.544 167.143 174.46 183.861 182.429 176.536 173.173 169.005 160.116 154.019 148.039 139.113 132.087 123.408 114.844 110.091 103.13 
