3 15 0 2 3 6 0 0 0 0 0 0 7 0 0 5 0 0 0 0
0 0 0 0 0 0 4 7 0 1 1 0 0 1 0 0 0 10 0 0
6 0 0 3 0 0 7 2 0 6 3 6 0 0 5 0 0 0 5 0
1 4 0 1 0 1 4 3 7 0 3 3 4 3 3 0 0 0 3 4
4 0 5 7 3 0 1 0 5 0 0 0 0 5 5 3 0 4 0 0
4 2 0 0 7 0 0 7 0 0 0 0 0 4 3 0 0 0 0 2
5 1 0 2 7 0 0 4 0 0 11 0 8 0 0 0 0 0 2 0
0 8 2 0 0 0 2 0 6 0 0 0 0 0 4 2 0 2 3 5
0 8 0 4 0 9 9 0 0 0 0 0 0 0 0 0 0 9 10 0
2 0 0 3 2 1 0 4 1 0 5 0 6 8 0 0 0 0 9 0
5 1 0 2 0 10 0 0 0 0 0 0 1 0 0 3 6 4 5 4
0 9 2 0 0 1 0 0 0 7 10 2 10 0 0 4 0 0 2 0
0 0 0 0 5 7 12 1 1 8 1 0 0 4 5 0 2 0 4 7
0 0 1 0 5 1 0 0 1 0 3 4 0 1 1 6 0 4 8 2
0 2 0 4 0 8 0 0 0 6 4 0 1 0 2 3 0 2 0 4
3 4 0 0 3 5 0 4 9 0 0 2 7 0 0 0 1 0 7 11
0 1 3 0 0 9 0 0 8 6 0 1 0 0 0 0 10 1 0 3
2 0 0 1 0 0 5 0 4 0 0 0 0 0 0 1 4 0 2 11
0 1 0 5 5 0 5 7 0 10 0 0 0 0 5 2 6 6 2 0
0 5 0 5 0 12 5 0 0 0 0 12 4 7 0 0 6 0 1 0
0 3 0 0 0 2 1 0 2 0 5 0 0 2 1 0 3 0 0 6
0 5 0 0 0 3 4 2 0 1 0 0 5 11 0 0 0 0 4 3
2 0 0 5 0 2 3 0 2 6 2 0 1 3 0 0 0 0 0 0
0 0 0 0 1 0 2 0 0 6 6 0 7 1 0 0 0 3 0 5
4 5 3 0 0 0 0 0 5 2 0 0 0 0 0 0 0 2 5 0
3 0 1 5 0 6 4 2 3 0 0 4 4 0 0 0 0 4 2 11
0 11 4 3 0 1 4 0 1 0 0 0 2 4 0 12 8 0 2 0
0 0 0 2 0 0 0 0 0 0 0 1 11 0 0 2 6 0 0 6
1 0 1 0 3 1 0 1 1 0 4 0 5 3 0 7 0 7 0 2
2 0 5 5 0 0 7 6 11 0 0 0 3 0 6 2 2 7 3 0
0 3 3 0 0 0 0 0 2 1 0 3 0 4 0 0 4 3 0 0
8 0 2 0 0 0 0 2 2 0 7 0 0 3 0 3 5 0 0 2
0 5 0 2 0 2 1 9 0 8 2 0 0 0 10 0 5 0 0 0
4 8 0 10 4 0 0 0 0 5 0 0 3 0 0 1 3 3 0 0
3 1 6 0 0 0 2 0 0 9 0 1 0 3 0 0 0 2 0 9
0 0 0 0 0 2 3 4 0 9 3 0 0 0 2 3 0 0 2 0
0 0 0 1 0 0 0 1 0 2 3 6 3 0 0 0 0 0 0 7
1 0 0 0 5 2 0 0 0 8 2 0 12 1 0 0 0 0 0 0
0 0 2 0 5 0 0 4 2 0 4 0 1 0 2 0 0 0 0 2
0 0 1 12 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 1
6 0 2 2 0 0 0 7 5 1 0 3 0 7 5 1 8 0 0 0
0 0 0 11 0 0 0 5 0 4 0 2 0 0 0 0 0 4 0 0
0 0 5 6 0 0 2 0 5 0 0 0 0 1 0 0 2 4 0 3
0 2 0 0 0 6 0 2 0 0 0 0 2 0 8 0 1 0 0 3
0 2 4 10 0 4 4 0 0 1 0 0 0 1 1 0 2 7 8 7
6 8 2 2 3 0 2 10 4 0 0 11 2 0 1 0 2 0 5 0
0 0 0 0 2 0 7 0 5 0 3 1 4 0 0 0 7 0 0 2
0 0 4 0 1 0 0 1 1 10 0 2 1 0 0 1 0 0 6 0
0 0 0 1 0 0 2 0 0 12 4 0 3 3 0 0 0 0 0 5
0 4 8 9 1 1 10 0 1 2 0 3 1 0 11 2 0 4 1 1
0 0 1 0 13 0 0 1 2 0 8 0 2 0 0 4 2 6 0 6
0 0 2 0 2 0 4 0 0 2 0 0 0 5 0 0 0 1 0 2
3 0 0 3 1 5 4 0 0 0 3 1 0 2 0 0 1 0 8 0
8 0 3 4 0 0 0 0 0 1 0 0 0 0 0 4 2 8 0 0
2 3 11 0 0 1 0 4 2 0 0 3 0 5 0 0 0 0 0 2
0 3 0 0 0 7 1 5 8 8 0 0 5 1 4 1 4 7 0 1
6 0 0 0 0 0 0 0 0 3 0 0 0 3 0 6 0 3 0 0
2 0 0 0 1 7 1 0 5 0 3 5 0 0 4 0 0 2 0 4
2 2 0 3 0 5 1 0 0 0 0 0 2 3 0 1 3 6 0 10
2 0 0 9 0 1 0 0 4 0 0 0 7 0 0 0 6 0 7 0
7 0 1 6 11 7 3 1 1 0 0 0 0 7 1 1 0 0 0 0
4 0 1 2 6 0 0 4 8 3 0 9 0 0 4 2 0 8 0 1
0 0 6 5 6 0 5 2 4 0 7 0 0 1 8 0 0 0 0 0
0 0 0 1 0 0 0 6 3 0 6 0 2 1 3 0 0 0 0 4
0 6 0 4 0 1 0 11 1 0 0 5 0 3 0 0 3 0 0 0
4 0 0 5 1 0 0 5 9 5 0 1 0 0 0 0 0 0 1 0
2 0 5 0 1 4 5 9 1 0 0 0 0 0 0 0 9 1 0 0
1 0 0 0 0 0 0 0 0 5 2 6 0 10 3 0 0 0 9 3
4 4 0 0 0 1 7 3 1 1 3 2 7 2 11 6 0 0 9 13
1 0 2 0 1 0 3 8 2 1 3 0 6 2 7 6 4 2 4 0
0 0 5 6 6 0 3 4 0 0 0 0 2 10 0 4 0 0 0 5
