0 5.000000 14.488480 5.421180
1 6.084685 4.719735 5.204756
2 7.396688 14.873624 9.531960
3 8.979841 9.709908 9.675189
4 10.884646 17.911003 14.092768
5 13.168425 12.483150 13.734862
6 15.895014 16.960920 15.771343
7 19.133774 18.521160 17.837976
8 22.957590 23.610382 21.624987
9 27.439524 34.915211 29.762173
10 32.647873 37.406677 36.124126
11 38.639309 38.947937 40.473507
12 45.450077 39.936768 43.730766
13 53.085896 61.210438 54.430092
14 61.511066 63.329952 62.642117
15 70.638626 67.534332 69.334229
16 80.323662 80.625504 78.908653
17 90.361786 88.849022 87.949593
18 100.495239 99.142021 98.144386
19 110.426804 112.146965 110.487022
20 119.841225 129.982712 123.908134
21 128.431152 128.993835 131.270660
22 135.923203 132.451187 136.854904
23 142.100555 130.231674 142.477966
24 146.817474 144.120865 147.683624
25 150.005554 144.674622 151.172485
26 151.669983 153.948563 154.533035
27 151.879517 149.611740 155.540146
28 150.752548 145.000687 153.883026
29 148.440979 142.032288 148.936447
30 145.115067 149.088440 146.996567
31 140.951202 132.290405 141.819000
32 136.121307 131.310684 137.767624
33 130.786270 125.016258 133.661514
34 125.091667 121.135300 129.144958
35 119.165314 125.363144 124.370193
36 113.116539 109.478760 119.326225
37 107.037155 111.816338 114.039482
38 101.002304 100.565170 108.815788
39 95.072266 96.143303 103.501259
40 89.294167 89.677444 98.283119
41 83.703842 79.870270 93.046684
42 78.327408 70.592377 88.011452
43 73.182968 72.063889 83.063553
44 68.282036 61.176323 78.314865
45 63.630661 63.461353 73.753609
46 59.230564 63.724190 69.326874
47 55.080025 56.254330 65.183517
48 51.174679 44.113621 61.166924
49 47.508087 50.448959 57.324398
50 44.072319 37.887165 53.730057
51 40.858334 39.066422 50.256336
52 37.856380 28.372112 47.021404
53 35.056278 32.671780 43.992512
54 32.447605 31.740639 41.100098
55 30.019878 28.980476 38.374889
56 27.762728 34.683918 35.838238
57 25.665987 26.352386 33.412533
58 23.719799 23.056067 31.165342
59 21.914595 18.626593 29.079521
60 20.241255 11.366475 27.087908
61 18.691027 23.412231 25.249329
62 17.255592 16.975372 23.510672
63 15.927096 13.080273 21.889492
64 14.698091 19.284492 20.387308
65 13.561568 17.638720 18.986572
66 12.510940 15.173087 17.672342
67 11.540028 11.097939 16.437574
68 10.643044 14.982836 15.295821
69 9.814580 4.738168 14.230917
70 9.049596 6.295156 13.230938
71 8.343380 9.599691 12.310882
72 7.691556 14.459568 11.438955
73 7.090044 5.469311 10.632486
74 6.535054 5.279976 9.883427
75 6.023069 0.000000 9.189631
76 5.550827 0.000000 8.540878
77 5.115296 3.646741 7.939481
78 4.713676 1.721746 7.377290
79 4.343362 9.028241 6.855793
80 4.001946 1.168572 6.374374
81 3.687211 11.043448 5.920314
82 3.397091 3.811995 5.500189
83 3.129683 0.000000 5.109615
84 2.883228 0.000000 4.749174
85 2.656098 4.539273 4.409821
86 2.446789 4.254948 4.094965
87 2.253914 10.842052 3.807266
88 2.076194 0.000000 3.532711
89 1.912444 0.000000 3.282444
90 1.761572 0.000000 3.048245
91 1.622573 7.818068 2.833660
92 1.494516 0.000000 2.631229
93 1.376541 0.000000 2.443608
94 1.267862 4.181320 2.267785
95 1.167748 0.000000 2.107396
96 1.075525 2.401747 1.955670
97 0.990574 0.000000 1.817481
98 0.912323 0.000000 1.687463
99 0.840246 0.270463 1.567019
