0 0
1 20
2 24
3 30
4 32
5 26
6 38
7 44
8 26
9 61
10 45
11 36
12 36
13 34
14 33
15 31
16 100
17 43
18 45
19 63
20 33
21 41
22 100
23 37
24 66
25 51
26 38
27 36
28 100
29 48
30 80
31 43
32 38
33 36
34 38
35 39
36 35
37 39
38 51
39 40
40 52
41 91
42 100
43 100
44 100
45 41
46 100
47 52
48 45
49 42
