0 0 5 0 7 0 0 4 4 2
7 4 0 0 0 11 0 0 0 0
0 4 4 0 0 0 0 0 1 2
0 0 7 3 7 1 0 0 6 3
7 3 12 1 0 0 8 0 5 8
5 3 5 7 3 0 0 0 0 0
0 2 11 0 2 4 0 1 1 0
5 4 7 4 3 0 0 0 0 1
4 0 0 3 0 7 0 0 0 7
8 0 1 0 0 3 0 1 4 0
0 2 1 3 0 0 0 0 4 3
0 0 0 2 0 0 5 0 8 0
2 0 0 0 1 0 0 0 0 0
1 0 6 6 0 0 0 0 0 0
3 10 5 0 2 10 0 0 0 11
2 0 5 2 0 5 5 2 0 0
0 3 1 5 0 0 4 0 0 0
0 0 0 0 12 3 5 2 0 8
1 0 0 0 5 5 5 1 0 0
4 0 0 9 0 0 1 1 0 0
0 0 0 0 8 0 3 0 0 0
1 7 4 3 0 0 3 0 0 0
6 0 3 0 5 0 4 0 0 0
0 6 0 4 6 3 0 3 0 9
0 2 0 4 7 0 0 8 1 1
0 0 1 7 0 0 0 5 8 1
0 0 0 4 9 2 2 2 0 7
0 0 2 2 8 0 0 0 3 2
0 1 10 1 0 2 6 0 0 0
4 9 0 8 2 3 0 0 1 5
10 2 0 0 0 1 9 0 1 8
9 2 3 0 0 5 1 9 0 0
1 12 0 0 0 0 2 0 0 0
0 0 5 0 0 6 0 0 0 0
0 0 0 0 0 4 2 0 1 0
2 0 2 2 0 0 0 0 0 2
3 0 2 0 5 6 1 8 6 0
0 0 0 0 3 3 10 6 1 0
0 1 5 0 0 1 2 5 0 0
0 0 0 3 1 8 2 0 0 0
0 1 0 7 0 0 6 0 3 5
0 0 0 0 4 1 7 7 0 0
3 3 8 7 0 0 0 0 1 1
0 0 8 8 4 0 0 0 1 0
0 0 0 0 0 3 1 0 1 3
0 0 4 0 7 0 8 0 5 0
3 3 0 5 2 0 0 3 9 0
0 3 10 5 3 0 0 0 0 1
0 3 5 1 0 1 0 0 0 5
0 7 0 0 0 6 0 0 0 0
0 1 1 0 0 0 0 0 1 1
0 1 0 0 0 0 4 0 4 2
0 4 4 0 2 2 8 0 0 2
0 2 0 0 0 4 2 2 0 0
0 7 0 0 3 0 0 0 4 0
0 0 9 0 3 0 6 0 7 0
12 0 0 0 0 4 11 3 9 0
1 0 0 0 11 2 0 0 3 5
2 0 2 0 8 0 0 5 0 0
0 2 3 5 0 0 4 0 0 3
0 0 0 0 0 3 3 1 11 0
6 0 6 4 6 0 0 0 0 6
0 10 0 0 0 8 9 0 1 6
2 0 11 0 0 0 2 0 3 0
0 2 0 2 2 3 7 0 0 11
2 2 6 4 1 0 0 0 0 4
4 4 4 2 0 3 0 8 8 0
0 0 0 0 0 5 0 0 4 1
0 0 0 0 0 0 5 0 0 0
0 8 0 0 2 8 0 0 0 0
0 0 7 6 0 4 1 0 0 5
0 5 3 0 5 3 0 0 0 0
0 14 3 0 9 5 0 7 0 1
0 0 0 0 8 0 8 3 5 0
0 4 0 6 0 2 1 2 3 3
2 0 5 0 1 0 4 3 2 3
3 0 7 0 0 3 1 0 0 4
0 4 0 3 2 3 0 0 6 7
6 4 0 2 0 3 0 6 0 3
1 8 9 0 1 0 0 0 0 6
4 2 0 7 0 4 0 0 9 4
13 4 13 0 0 0 0 0 0 0
2 24 0 0 3 3 14 7 6 4
5 4 14 0 3 0 0 0 0 2
1 1 2 3 0 6 0 6 0 0
0 0 0 1 11 0 1 0 0 0
0 0 0 10 1 0 2 0 0 2
2 0 0 5 0 4 0 0 3 8
0 0 1 0 5 0 1 0 1 0
0 6 1 5 0 4 0 0 1 4
